enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,training_hours,target
7934,city_102,803.0,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,76,stay
30625,city_74,634.25,Male,Has relevent experience,Full time course,Graduate,No Major,2,50-99,Pvt Ltd,4,switch
4233,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,50,stay
16378,city_138,827.0,Male,Has relevent experience,Full time course,High School,,5,10000+,Pvt Ltd,58,stay
3988,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,72,stay
24186,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1000-4999,NGO,128,switch
11455,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,53,switch
1875,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,Business Degree,16,<10,Pvt Ltd,30,switch
17951,city_67,841.25,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,334,stay
12562,city_143,755.0,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Funded Startup,136,switch
5783,city_65,801.5,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,50,stay
1932,city_104,893.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,126,stay
2407,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,20,stay
20394,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,42,stay
15664,city_36,869.75,Male,Has relevent experience,no_enrollment,High School,,12,100-500,NGO,109,stay
26316,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,87,switch
25527,city_83,892.25,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,26,stay
8704,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,54,stay
11110,city_65,801.5,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,20,stay
3724,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,70,stay
22898,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,19,stay
27839,city_61,884.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,62,stay
8194,city_67,841.25,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,24,stay
914,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,87,stay
19506,city_114,894.5,Male,Has relevent experience,Full time course,Masters,STEM,11,5000-9999,Public Sector,22,stay
1766,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,294,stay
5638,city_90,723.5,Male,No relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,131,stay
20190,city_65,801.5,Male,No relevent experience,no_enrollment,Phd,STEM,10,100-500,Public Sector,73,stay
19308,city_75,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,65,stay
30140,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,7,switch
18624,city_21,668.0,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,286,switch
7744,city_45,867.5,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Early Stage Startup,31,stay
14723,city_101,618.5,Male,No relevent experience,Full time course,High School,,4,<10,Early Stage Startup,87,stay
2200,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,88,stay
31088,city_21,668.0,Male,No relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,7,stay
13401,city_65,801.5,Male,Has relevent experience,Part time course,Graduate,STEM,6,1000-4999,Pvt Ltd,141,stay
19440,city_11,612.5,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,97,switch
19628,city_145,616.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,12,stay
2901,city_104,893.0,Male,Has relevent experience,no_enrollment,Graduate,,6,50-99,Pvt Ltd,12,stay
20414,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,500-999,Pvt Ltd,39,switch
31846,city_103,890.0,Female,No relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,22,stay
2288,city_61,884.75,Female,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,72,switch
1359,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,308,stay
7984,city_65,801.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,42,stay
14256,city_103,890.0,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,52,stay
9869,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,53,stay
30778,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,28,stay
11989,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,43,stay
6973,city_83,892.25,Male,No relevent experience,no_enrollment,Masters,STEM,19,500-999,Pvt Ltd,31,stay
23744,city_97,893.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,102,stay
31350,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10000+,Pvt Ltd,77,stay
19940,city_70,723.5,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,20,stay
6075,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,50,stay
22011,city_159,832.25,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,59,stay
16259,city_165,877.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,NGO,54,switch
4861,city_179,584.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,51,switch
30599,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Other,18,50-99,Pvt Ltd,45,stay
32993,city_16,882.5,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,NGO,52,stay
4239,city_103,890.0,Male,No relevent experience,no_enrollment,Primary School,,5,,Pvt Ltd,22,stay
17410,city_24,723.5,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,48,stay
10972,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,57,stay
13169,city_100,865.25,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,100,stay
1834,city_159,832.25,Male,No relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,15,stay
411,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Pvt Ltd,25,stay
17473,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,96,stay
26952,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,500-999,Pvt Ltd,6,stay
26745,city_136,872.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,9,stay
13625,city_104,893.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,,144,stay
9452,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,28,stay
8227,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,57,stay
27954,city_16,882.5,Male,Has relevent experience,Full time course,Graduate,STEM,13,1000-4999,Pvt Ltd,178,stay
5385,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,10,stay
31120,city_21,668.0,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,4,stay
30828,city_75,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,,46,stay
8717,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,106,switch
23681,city_103,890.0,Male,No relevent experience,Full time course,High School,,5,50-99,NGO,3,stay
16476,city_21,668.0,Male,Has relevent experience,Full time course,Masters,STEM,<1,50-99,Pvt Ltd,78,switch
28557,city_160,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,,23,stay
14079,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,34,switch
7586,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,150,stay
12573,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,5,stay
19562,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,84,stay
17187,city_150,723.5,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,NGO,56,stay
8275,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,161,stay
21424,city_21,668.0,Male,No relevent experience,Full time course,Graduate,STEM,6,1000-4999,,68,switch
1109,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,72,stay
32358,city_138,827.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,60,stay
11487,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,262,stay
23946,city_103,890.0,Male,No relevent experience,Full time course,High School,,2,50-99,Pvt Ltd,220,stay
20442,city_89,893.75,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,20,stay
16674,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,80,stay
13588,city_159,832.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,10,stay
19463,city_33,536.0,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,36,stay
6614,city_76,723.5,Male,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,132,stay
28637,city_134,723.5,Male,Has relevent experience,Full time course,Masters,STEM,7,,Pvt Ltd,42,switch
33220,city_73,765.5,Male,Has relevent experience,Part time course,Masters,STEM,14,10000+,Public Sector,288,stay
20420,city_136,872.75,Female,No relevent experience,Full time course,Phd,STEM,6,100-500,Public Sector,158,stay
24002,city_149,716.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,52,stay
21521,city_114,894.5,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,59,stay
19663,city_21,668.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,64,switch
15149,city_103,890.0,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,,107,switch
7735,city_61,884.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,222,stay
25307,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,162,switch
29377,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,22,switch
26521,city_19,711.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,73,stay
33078,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,No Major,10,100-500,Funded Startup,22,switch
9779,city_50,871.9999999999999,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,18,stay
5657,city_13,820.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,16,stay
17196,city_65,801.5,Male,Has relevent experience,no_enrollment,High School,,8,1000-4999,Pvt Ltd,13,stay
12269,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,65,stay
12161,city_23,874.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,,50,stay
4235,city_100,865.25,Male,Has relevent experience,no_enrollment,Phd,STEM,16,50-99,Funded Startup,212,switch
23975,city_75,904.25,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,161,stay
28402,city_16,882.5,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,53,stay
417,city_104,893.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,150,stay
19254,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,22,stay
6856,city_114,894.5,Other,No relevent experience,Full time course,High School,,8,5000-9999,,210,stay
23731,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,92,stay
29405,city_103,890.0,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,15,stay
18919,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,28,stay
20937,city_104,893.0,Male,No relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,53,stay
17298,city_136,872.75,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,47,stay
12673,city_36,869.75,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,110,stay
4895,city_102,803.0,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,42,stay
7655,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,42,switch
22285,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,11,stay
1364,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Other,20,100-500,Pvt Ltd,39,stay
27466,city_103,890.0,Male,Has relevent experience,no_enrollment,Masters,Humanities,16,50-99,Pvt Ltd,50,stay
21150,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,25,stay
30943,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,18,stay
29666,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,15,stay
2918,city_67,841.25,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,70,stay
21964,city_28,904.25,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,33,stay
293,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,15,stay
4665,city_104,893.0,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,NGO,61,stay
33184,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,75,stay
27369,city_104,893.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,16,stay
2992,city_173,858.5,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,NGO,26,stay
20868,city_104,893.0,Male,Has relevent experience,no_enrollment,Phd,STEM,9,100-500,Pvt Ltd,11,switch
31101,city_75,904.25,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,10,stay
29986,city_69,842.0,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,94,stay
12973,city_114,894.5,Male,Has relevent experience,Part time course,High School,,5,50-99,Funded Startup,51,stay
4585,city_28,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,24,stay
6754,city_98,911.75,Male,No relevent experience,no_enrollment,Phd,Humanities,6,1000-4999,Public Sector,127,stay
25356,city_16,882.5,Male,No relevent experience,no_enrollment,High School,,5,10000+,Pvt Ltd,198,stay
30516,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,94,stay
15614,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,17,stay
28761,city_160,890.0,Male,No relevent experience,Full time course,Graduate,STEM,10,10/49,Pvt Ltd,52,stay
28667,city_103,890.0,Male,No relevent experience,no_enrollment,Graduate,Arts,1,100-500,Pvt Ltd,55,stay
3104,city_94,723.5,Male,No relevent experience,Full time course,High School,,<1,,Pvt Ltd,18,stay
19808,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,29,stay
2559,city_23,874.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,135,stay
5990,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Early Stage Startup,5,switch
30172,city_28,904.25,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Public Sector,11,stay
18279,city_19,711.5,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,14,stay
3856,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,32,stay
3393,city_160,890.0,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,47,stay
25907,city_114,894.5,Male,No relevent experience,no_enrollment,High School,,4,100-500,Pvt Ltd,40,stay
12377,city_67,841.25,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,66,stay
32806,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,78,switch
14565,city_83,892.25,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,105,stay
31890,city_103,890.0,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,28,stay
26529,city_16,882.5,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,90,stay
5360,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,13,stay
23945,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,224,stay
21834,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,86,stay
11209,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,17,stay
1084,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,222,stay
18644,city_28,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,84,stay
33079,city_83,892.25,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,44,stay
600,city_103,890.0,Female,Has relevent experience,Full time course,Graduate,STEM,19,50-99,Pvt Ltd,292,stay
16842,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,52,stay
6198,city_100,865.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,,222,switch
27907,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,20,stay
805,city_16,882.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,78,stay
7886,city_71,863.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,120,stay
13413,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,4,stay
22729,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,24,stay
11575,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,,12,stay
9615,city_129,668.75,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,188,stay
22252,city_104,893.0,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,74,stay
11832,city_36,869.75,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,34,stay
29901,city_160,890.0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,42,stay
31312,city_16,882.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,21,stay
14974,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,50,stay
29503,city_65,801.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,158,stay
4990,city_138,827.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,65,stay
28264,city_100,865.25,Male,Has relevent experience,no_enrollment,Masters,STEM,1,5000-9999,Pvt Ltd,110,stay
29380,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,7,stay
32927,city_71,863.0,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Public Sector,166,stay
13725,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,51,stay
9432,city_98,911.75,Male,No relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,165,stay
10713,city_67,841.25,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,22,stay
4812,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,128,stay
609,city_103,890.0,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,43,stay
5450,city_16,882.5,Male,Has relevent experience,no_enrollment,Phd,STEM,15,100-500,Pvt Ltd,47,stay
4982,city_103,890.0,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,46,stay
6125,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,22,stay
13115,city_136,872.75,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,14,stay
5761,city_50,871.9999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,109,stay
15643,city_16,882.5,Male,Has relevent experience,Full time course,Graduate,STEM,17,10000+,Pvt Ltd,61,stay
20528,city_136,872.75,Male,Has relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,134,stay
18520,city_138,827.0,Male,No relevent experience,Part time course,Masters,Humanities,19,10/49,Pvt Ltd,20,stay
24877,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,53,stay
18065,city_16,882.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,20,stay
10545,city_28,904.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,112,stay
13860,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,154,stay
32992,city_16,882.5,Male,Has relevent experience,no_enrollment,High School,,19,10/49,Pvt Ltd,74,stay
12984,city_114,894.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,154,stay
7389,city_71,863.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10/49,,155,switch
13077,city_16,882.5,Female,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,268,stay
17441,city_100,865.25,Male,Has relevent experience,no_enrollment,High School,,6,50-99,Pvt Ltd,104,stay
7944,city_123,753.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,48,switch
17014,city_67,841.25,Male,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,14,stay
31408,city_138,827.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,26,stay
20223,city_103,890.0,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,10,switch
4640,city_16,882.5,Male,Has relevent experience,no_enrollment,High School,,15,<10,Early Stage Startup,58,stay
13701,city_16,882.5,Male,No relevent experience,Full time course,High School,,2,100-500,,66,stay
2265,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,5,stay
29188,city_41,820.25,Other,No relevent experience,Full time course,Graduate,STEM,10,,Public Sector,50,switch
24285,city_21,668.0,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,16,switch
8490,city_41,820.25,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,70,stay
17116,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,14,stay
9825,city_103,890.0,Other,No relevent experience,Full time course,Graduate,STEM,4,10000+,NGO,19,stay
1909,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,114,switch
28994,city_114,894.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,152,stay
3861,city_160,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,98,stay
9391,city_114,894.5,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,2,stay
1409,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,84,stay
2710,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,12,stay
2109,city_104,893.0,Other,Has relevent experience,Full time course,High School,,4,<10,Pvt Ltd,8,stay
8052,city_61,884.75,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,40,stay
22710,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,140,switch
23923,city_65,801.5,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,37,stay
20055,city_16,882.5,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,10,stay
10601,city_104,893.0,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,92,stay
5155,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,<10,Pvt Ltd,37,stay
20481,city_21,668.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,24,switch
2958,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,18,switch
5645,city_21,668.0,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,48,stay
31004,city_103,890.0,Male,No relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,31,stay
496,city_160,890.0,Male,Has relevent experience,no_enrollment,High School,,12,100-500,Pvt Ltd,74,stay
19482,city_16,882.5,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,24,switch
15692,city_136,872.75,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,8,stay
2702,city_114,894.5,Male,No relevent experience,no_enrollment,High School,,6,1000-4999,,34,stay
1029,city_103,890.0,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,,90,stay
26300,city_26,723.5,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,112,stay
22309,city_103,890.0,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,40,stay
